srcid,dstid,Sequence
12270,28367,76392
18227,25469,76393
25469,18227,76394
25079,18115,76395
13390,28367,76396
17997,28367,76397
28921,20118,76398
30980,29066,76399
27898,17309,76400
18488,29066,76401
1859,29066,76402
4448,16259,76403
28379,18306,76404
9259,6464,76405
14405,25430,76406
25426,18306,76407
23145,18153,76408
24912,18282,76409
29995,18307,76410
18307,29995,76411
21349,29070,76412
27552,29087,76413
28492,5419,76414
22086,28389,76415
24912,18350,76416
18350,24912,76417
13062,17535,76418
11341,14474,76419
14813,28286,76420
6757,18554,76421
10782,28367,76422
29070,20647,76423
25430,20710,76424
23144,25681,76425
22637,18186,76426
22799,18150,76427
28367,25848,76428
3046,2702,76429
28367,9141,76430
29995,18304,76431
23348,5593,76432
7229,22247,76433
28919,20821,76434
23352,13938,76435
22358,21755,76436
23348,19896,76437
4119,17120,76438
23212,21967,76439
5686,5369,76440
23348,20051,76441
23348,16029,76442
23348,27646,76443
28921,17253,76444
20673,1419,76445
18554,18315,76446
18315,18554,76447
25477,18147,76448
10869,30817,76449
28964,10848,76450
18263,30001,76451
20720,28894,76452
29106,20658,76453
29995,3944,76454
12425,73,76455
23348,17050,76456
28873,20766,76457
23421,27713,76458
2721,20766,76459
25075,20821,76460
11448,14857,76461
25941,21921,76462
26189,280,76463
26205,21158,76464
14929,10902,76465
13005,18114,76466
26474,21856,76467
9922,9623,76468
3207,16490,76469
24912,20695,76470
29545,18161,76471
26688,20764,76472
24680,20282,76473
20695,24912,76474
12100,17683,76475
27115,17881,76476
19025,6008,76477
28105,18321,76478
200,15828,76479
18122,18227,76480
28359,6646,76481
25513,18330,76482
25009,18051,76483
3734,18554,76484
18114,10158,76485
28359,5255,76486
29995,18168,76487
23144,20881,76488
18295,11368,76489
514,28104,76490
19941,28921,76491
12580,21237,76492
11036,21638,76493
24441,21792,76494
26739,21387,76495
12817,17029,76496
26191,4010,76497
4448,3726,76498
26057,21536,76499
26189,838,76500
11901,21214,76501
4490,17145,76502
23144,17983,76503
23349,30515,76504
27915,21864,76505
4120,21864,76506
12653,9542,76507
23349,16158,76508
22719,13919,76509
23348,11794,76510
23349,30792,76511
12651,21265,76512
4334,22985,76513
17960,28367,76514
28359,1270,76515
6693,27816,76516
28359,9261,76517
5965,21864,76518
23349,5566,76519
24525,21874,76520
13005,20145,76521
20710,28379,76522
6800,29066,76523
26661,21646,76524
28367,19982,76525
28492,18178,76526
1835,26018,76527
28367,239,76528
778,28367,76529
17336,28931,76530
20881,13062,76531
28367,17512,76532
29939,18351,76533
13216,25581,76534
20680,28412,76535
15804,28321,76536
9938,23399,76537
29995,17835,76538
10108,17183,76539
1694,15522,76540
13005,18127,76541
3837,28412,76542
2152,28720,76543
12636,18251,76544
7571,10267,76545
4253,20711,76546
18227,5926,76547
4831,20821,76548
30571,18824,76549
25430,18003,76550
27332,11340,76551
2801,18126,76552
23144,20699,76553
22138,18528,76554
15559,28921,76555
18003,28921,76556
18178,3219,76557
28367,17968,76558
2738,1775,76559
28921,27560,76560
2691,18356,76561
29995,117,76562
20659,29997,76563
18288,7537,76564
26279,12585,76565
28366,20658,76566
5635,8094,76567
1663,25967,76568
13378,28887,76569
29066,15659,76570
29545,18172,76571
24886,18336,76572
25757,29066,76573
11176,18170,76574
26189,4648,76575
19714,28389,76576
6576,12566,76577
29066,544,76578
20165,29066,76579
29066,21383,76580
19646,28389,76581
26286,23059,76582
26279,11013,76583
4519,22103,76584
18097,28367,76585
28105,20857,76586
20187,28367,76587
23144,20674,76588
28367,712,76589
18554,22100,76590
28367,12415,76591
17339,28366,76592
28366,18339,76593
28366,14475,76594
18357,1356,76595
28366,16458,76596
18357,4830,76597
24679,18659,76598
20666,30571,76599
524,29995,76600
26205,21838,76601
28921,12102,76602
24912,20821,76603
9222,17365,76604
14628,20677,76605
28367,21335,76606
16316,29990,76607
28366,18518,76608
3043,28366,76609
28151,20696,76610
19069,28369,76611
7020,27815,76612
5209,2691,76613
20506,28366,76614
20714,13273,76615
28151,5484,76616
18219,25429,76617
29545,18155,76618
29995,18317,76619
10681,18656,76620
21107,18552,76621
29995,2136,76622
19946,23875,76623
20031,18566,76624
18554,20031,76625
30778,20460,76626
12184,2680,76627
29067,18274,76628
9242,28369,76629
28152,20333,76630
1357,20875,76631
28367,2052,76632
20470,28367,76633
28367,6985,76634
26688,20875,76635
1876,28367,76636
1357,21325,76637
18164,14628,76638
29066,19662,76639
18158,11831,76640
28367,776,76641
21412,28367,76642
26034,20637,76643
25959,21787,76644
28730,21463,76645
26370,12522,76646
6768,27799,76647
18554,18146,76648
29995,20692,76649
24912,20646,76650
20646,24912,76651
26386,966,76652
26279,29499,76653
22580,22996,76654
26293,22996,76655
26279,23177,76656
4334,22996,76657
26279,2339,76658
26279,9707,76659
11268,22996,76660
26279,22797,76661
7418,22996,76662
7418,22665,76663
26279,29479,76664
26279,23116,76665
1198,23221,76666
28745,23116,76667
18554,7052,76668
28922,17584,76669
15939,13544,76670
18219,11371,76671
15696,27603,76672
660,28367,76673
28367,7003,76674
5467,28660,76675
26807,18760,76676
2576,22344,76677
12128,29939,76678
29066,13428,76679
30587,9088,76680
26283,22996,76681
9935,23394,76682
26388,22996,76683
4053,22866,76684
26076,26590,76685
26279,22963,76686
26279,22319,76687
26279,22934,76688
4334,4083,76689
26279,22658,76690
2565,22319,76691
10268,25285,76692
26279,22917,76693
7418,9639,76694
14136,22802,76695
28518,22996,76696
26279,10997,76697
9901,22996,76698
2314,12569,76699
5881,23597,76700
9935,5693,76701
1198,22996,76702
29334,22773,76703
25902,26592,76704
2900,22319,76705
28625,23060,76706
26293,930,76707
26360,27869,76708
1198,29593,76709
25902,22996,76710
14121,29454,76711
26279,29454,76712
11209,22996,76713
9935,22996,76714
26279,23597,76715
26360,22958,76716
26279,9659,76717
26279,30310,76718
20400,30003,76719
30392,5234,76720
10217,18157,76721
9843,18170,76722
20685,28288,76723
29299,25636,76724
18188,28379,76725
7320,20666,76726
27528,29066,76727
18099,28367,76728
20288,24912,76729
24912,20772,76730
30571,30880,76731
28366,6706,76732
27231,28367,76733
20690,11369,76734
24822,20310,76735
20690,7537,76736
702,11369,76737
18816,29067,76738
19035,29064,76739
29106,18331,76740
19713,29060,76741
10657,29241,76742
18554,30941,76743
26034,3739,76744
28367,557,76745
15660,10107,76746
26289,26609,76747
24912,18160,76748
21998,6016,76749
25776,28367,76750
27115,18317,76751
16288,28439,76752
4349,17093,76753
26688,19241,76754
28367,30965,76755
9318,20661,76756
18554,20283,76757
20833,1367,76758
21186,28410,76759
7401,21854,76760
29545,27592,76761
14188,20401,76762
21093,29544,76763
26189,10463,76764
20401,29545,76765
28589,21854,76766
26201,21697,76767
26189,21633,76768
13100,20825,76769
26189,15429,76770
762,29835,76771
9211,28152,76772
8997,17586,76773
11816,21854,76774
28730,21854,76775
26189,21696,76776
18554,20661,76777
26209,21748,76778
22562,21633,76779
26057,21820,76780
22560,9564,76781
28589,27672,76782
26189,22201,76783
5528,20753,76784
18184,2691,76785
28367,19000,76786
10394,14857,76787
6688,27822,76788
28367,16242,76789
16215,11850,76790
2167,28367,76791
25401,20692,76792
20595,28367,76793
2003,25430,76794
20710,28288,76795
22094,25441,76796
1126,21360,76797
19214,28367,76798
14628,20658,76799
28367,13736,76800
18168,7537,76801
10813,27115,76802
28367,20132,76803
27115,20535,76804
25684,28228,76805
15342,18299,76806
28931,20651,76807
1967,28921,76808
28367,9175,76809
25350,28207,76810
19687,28366,76811
8933,28131,76812
28873,20163,76813
18123,24680,76814
6717,28836,76815
17207,28931,76816
29217,17829,76817
3447,28782,76818
28177,18935,76819
28921,18935,76820
6058,18153,76821
26781,18722,76822
28921,18722,76823
28921,9170,76824
5196,29106,76825
28921,19607,76826
30352,12388,76827
18722,28922,76828
28359,8538,76829
1352,20676,76830
28675,20697,76831
4588,16926,76832
5857,18484,76833
7534,20676,76834
28415,20676,76835
28988,21044,76836
13422,30392,76837
23144,5234,76838
28147,20676,76839
28374,20676,76840
28359,20697,76841
28359,20864,76842
28359,30911,76843
13732,28261,76844
20381,29995,76845
2801,18277,76846
29867,21851,76847
23349,13927,76848
23349,21816,76849
5687,19438,76850
23349,12519,76851
6779,27816,76852
2380,21548,76853
5123,28367,76854
10586,13616,76855
3604,26688,76856
27560,30440,76857
23144,10826,76858
18514,30365,76859
18836,28922,76860
7537,27062,76861
27223,28367,76862
18126,2692,76863
30352,20811,76864
412,28114,76865
10107,20036,76866
28367,20436,76867
22580,9740,76868
18127,4631,76869
18470,18554,76870
18301,14246,76871
10107,13298,76872
590,19209,76873
24912,20868,76874
8874,27127,76875
13005,20126,76876
25228,17584,76877
14628,18114,76878
30392,25477,76879
25675,24661,76880
15666,28315,76881
3219,16898,76882
18554,15537,76883
18279,6058,76884
28660,18279,76885
18279,28412,76886
55,15742,76887
14496,18150,76888
18150,10681,76889
19816,15537,76890
3622,16417,76891
4367,18287,76892
17638,29995,76893
10528,28367,76894
28152,20713,76895
19344,18192,76896
16277,25449,76897
25411,18184,76898
5222,28367,76899
29066,18745,76900
28367,12145,76901
18178,13076,76902
9175,25430,76903
25684,25430,76904
18149,5810,76905
12225,28367,76906
10174,18353,76907
4448,18292,76908
28660,485,76909
4447,30721,76910
28370,18165,76911
28366,16259,76912
28366,1907,76913
14361,28366,76914
11232,277,76915
26196,21854,76916
26688,20670,76917
28367,20652,76918
2691,20670,76919
11427,19007,76920
28367,1975,76921
28366,14731,76922
28990,20711,76923
24912,5203,76924
30975,28228,76925
27598,28020,76926
24912,14356,76927
28367,20806,76928
28152,20824,76929
28367,13813,76930
13487,24925,76931
11626,24837,76932
19690,2803,76933
9716,18251,76934
23144,17596,76935
18554,14441,76936
28186,19016,76937
12207,28921,76938
18313,28924,76939
28020,20827,76940
23348,22237,76941
28055,13803,76942
23284,21849,76943
25195,21691,76944
26660,21628,76945
19569,28389,76946
17919,24912,76947
29066,22097,76948
28020,13386,76949
11369,18157,76950
28367,25804,76951
18157,29993,76952
30164,18158,76953
12725,20656,76954
4315,9617,76955
30164,5200,76956
15543,29995,76957
29995,6721,76958
28367,22076,76959
2818,18162,76960
30352,3633,76961
28367,27232,76962
10544,27115,76963
12094,28921,76964
13349,28921,76965
14335,30392,76966
4723,28773,76967
18025,28921,76968
18184,28921,76969
28921,6180,76970
28921,18226,76971
8728,14655,76972
14633,18112,76973
4448,16221,76974
18136,2818,76975
15513,28921,76976
18116,7592,76977
11036,21369,76978
9256,28367,76979
28367,19193,76980
28921,25675,76981
11369,18133,76982
5203,24960,76983
18148,28894,76984
3122,17337,76985
30571,18160,76986
18337,18552,76987
28105,18284,76988
23146,1947,76989
6058,18332,76990
3713,29066,76991
12968,25730,76992
28367,16332,76993
18333,2739,76994
267,19378,76995
28369,25677,76996
17289,24912,76997
24913,18295,76998
24912,9280,76999
19666,24910,77000
5781,20394,77001
9286,11345,77002
6007,18363,77003
29066,20586,77004
11369,20693,77005
10107,20032,77006
25477,25659,77007
4261,18126,77008
11231,21856,77009
25477,19188,77010
25484,18126,77011
18704,25478,77012
17604,28921,77013
18125,2691,77014
18125,13005,77015
28921,17892,77016
27115,18137,77017
13005,20136,77018
12653,13915,77019
28366,29241,77020
1661,17517,77021
13137,27483,77022
20754,20822,77023
20656,28369,77024
23333,21679,77025
12972,16101,77026
10174,17315,77027
22583,26585,77028
25233,21083,77029
25283,745,77030
26209,21797,77031
13635,24925,77032
6731,28367,77033
26376,21853,77034
14747,2496,77035
1357,19273,77036
25676,28944,77037
18318,4447,77038
18935,28919,77039
3624,28788,77040
15582,30352,77041
28105,18320,77042
13381,28367,77043
28367,4858,77044
15518,28315,77045
18218,28894,77046
29299,20692,77047
25656,28228,77048
2801,15879,77049
718,30164,77050
10474,27120,77051
17801,7537,77052
11368,2932,77053
28366,19222,77054
6009,18173,77055
23349,8950,77056
28020,18330,77057
18059,24912,77058
24912,16324,77059
9834,17289,77060
28367,17153,77061
28367,12859,77062
18781,28922,77063
10158,17272,77064
16310,28906,77065
18277,28897,77066
28921,27305,77067
10372,28288,77068
13029,20531,77069
24991,18333,77070
28528,21037,77071
30876,18333,77072
18332,12759,77073
25880,16024,77074
25074,10775,77075
30352,22132,77076
25074,20861,77077
20181,25077,77078
26445,22994,77079
26348,23048,77080
13117,18327,77081
20348,28367,77082
29066,9252,77083
14628,18838,77084
29066,19681,77085
28371,18196,77086
29118,13559,77087
28921,18018,77088
18217,28924,77089
11618,28921,77090
6721,27816,77091
27010,18120,77092
14560,18734,77093
22580,22851,77094
28367,20326,77095
27260,28367,77096
27115,3582,77097
28660,18148,77098
18332,28261,77099
2002,28367,77100
23212,12514,77101
24997,25422,77102
12423,25414,77103
16581,20771,77104
22542,21769,77105
14496,25457,77106
7537,18311,77107
26688,18308,77108
3162,28367,77109
18315,11369,77110
29106,20683,77111
7592,12862,77112
3628,28367,77113
28367,17987,77114
16950,25430,77115
11369,18284,77116
28367,10607,77117
30596,28228,77118
30352,15643,77119
21347,28366,77120
24680,18545,77121
19312,28367,77122
15009,28367,77123
29875,18261,77124
28366,30923,77125
27114,20693,77126
9835,20695,77127
7693,27795,77128
13765,28260,77129
20693,1356,77130
17294,29995,77131
20713,24912,77132
28990,21055,77133
26279,17737,77134
18263,6058,77135
9227,28921,77136
23349,11796,77137
23349,21537,77138
5689,21827,77139
20834,30365,77140
4507,16456,77141
26177,21864,77142
603,30353,77143
28730,21468,77144
4423,14164,77145
20378,29066,77146
29067,20711,77147
11369,14330,77148
6741,27816,77149
412,28367,77150
18295,28152,77151
29066,13363,77152
20813,29066,77153
2751,15525,77154
13776,29035,77155
28152,18306,77156
10620,27115,77157
18347,29066,77158
14317,29044,77159
5457,28660,77160
16190,28438,77161
26767,20835,77162
4515,16368,77163
18077,28367,77164
28660,18316,77165
24940,14706,77166
20871,24912,77167
2478,20666,77168
24912,9504,77169
20826,24912,77170
5463,28921,77171
28921,20787,77172
16377,29054,77173
14101,21728,77174
23142,18282,77175
975,18282,77176
2691,9197,77177
28964,18161,77178
27268,28020,77179
28873,18148,77180
8943,28261,77181
11369,14703,77182
4763,20670,77183
19953,28367,77184
29995,20834,77185
26763,29043,77186
14363,29996,77187
2006,26034,77188
28921,1153,77189
28921,9300,77190
14443,28367,77191
28816,18227,77192
7329,19642,77193
12636,20680,77194
14101,21563,77195
26621,20301,77196
25074,13422,77197
15646,28367,77198
18327,2691,77199
1972,18554,77200
15621,25814,77201
530,28367,77202
28366,18515,77203
16268,28367,77204
18312,4448,77205
6065,3957,77206
18999,28368,77207
18554,21378,77208
25430,13472,77209
5280,28367,77210
18207,2505,77211
9152,28152,77212
25216,18304,77213
18765,30389,77214
18015,2505,77215
2505,15575,77216
13136,17591,77217
26294,22996,77218
25836,28227,77219
28659,18354,77220
18349,28366,77221
28152,564,77222
4448,16236,77223
28660,20678,77224
3875,26688,77225
21348,28382,77226
17544,28895,77227
406,14555,77228
28367,17812,77229
4847,27759,77230
23144,20018,77231
18317,6007,77232
3665,25365,77233
10582,25430,77234
27115,17825,77235
20303,29002,77236
11447,20851,77237
26189,21252,77238
18116,28983,77239
28729,21465,77240
18285,25461,77241
6215,20387,77242
28367,17183,77243
18162,29056,77244
29066,18182,77245
20672,26781,77246
6007,20425,77247
28921,14334,77248
28921,16234,77249
28921,20308,77250
26781,18723,77251
28055,1883,77252
26288,22891,77253
26445,150,77254
28129,22964,77255
9952,23013,77256
25985,22964,77257
26289,23601,77258
14126,12591,77259
13050,23121,77260
26364,23110,77261
26289,9675,77262
2570,9725,77263
1200,23263,77264
6083,23013,77265
2570,22991,77266
26289,4086,77267
26289,23250,77268
7421,23432,77269
14949,2341,77270
4476,23013,77271
3110,22729,77272
28824,22931,77273
2924,27881,77274
26364,22312,77275
5887,23601,77276
26289,29275,77277
22583,22855,77278
3461,22803,77279
6544,23013,77280
26289,6375,77281
12839,23887,77282
26301,29484,77283
26289,23121,77284
28748,955,77285
5887,23013,77286
26289,148,77287
26289,23104,77288
24680,21347,77289
18558,25233,77290
1937,28367,77291
2565,26592,77292
14946,26568,77293
7418,22910,77294
26279,24630,77295
26471,23019,77296
29388,22996,77297
7163,22643,77298
26277,4083,77299
26280,9690,77300
8082,25282,77301
2309,18449,77302
25791,28367,77303
1492,18227,77304
30753,14686,77305
14547,18293,77306
28105,17467,77307
20715,28425,77308
17558,28371,77309
11252,25152,77310
28367,10347,77311
28693,9713,77312
9947,23381,77313
26000,27869,77314
1165,22996,77315
18116,11417,77316
17174,28921,77317
7592,19580,77318
17958,28927,77319
5221,28660,77320
18356,2673,77321
17835,14628,77322
4448,16229,77323
5241,30315,77324
3517,18076,77325
15696,18076,77326
20412,18606,77327
30352,15931,77328
26153,20840,77329
27333,28020,77330
11507,20656,77331
20658,28301,77332
5791,18486,77333
25228,20719,77334
20678,16581,77335
12747,20643,77336
30352,9279,77337
12740,20123,77338
1108,31006,77339
12740,5946,77340
5791,13753,77341
8112,19808,77342
25074,5460,77343
17614,28367,77344
3133,18330,77345
30913,25091,77346
25074,30991,77347
25077,20678,77348
25074,20939,77349
18486,25087,77350
30913,25074,77351
25074,20782,77352
20391,28367,77353
28367,17902,77354
8082,25180,77355
25074,3875,77356
22694,20678,77357
25043,20678,77358
20678,2488,77359
2488,20678,77360
11153,14709,77361
28551,20678,77362
12739,20123,77363
2488,15869,77364
25074,21336,77365
25074,27538,77366
11149,20660,77367
25074,21993,77368
28836,18153,77369
27816,20874,77370
30296,17247,77371
28534,20667,77372
27530,29089,77373
30907,11436,77374
12156,28367,77375
16396,29054,77376
18219,28371,77377
29066,17511,77378
29066,17171,77379
18282,28439,77380
27297,28921,77381
28367,27073,77382
28856,18185,77383
28492,17805,77384
